,Title,Categories,Tags,Replies,Post,Comment
26,e.preventDefault help,"Get Help,jQuery",,2,"
Hi guys,
I’m making a comment box. But in order for it to work, we need the e.preventDefault() function marked in bold below. Do you know what is does specifically?
$(document).ready(function(){
$("".editor-header a"").click(function(e){
e.preventDefault();
****** Entire code below:
class CommentBox{
constructor(username, comment){
this.username = username;
this.comment = comment;
}
}
(document).ready(function(){
 ("".editor-header a"").click(function(e){
e.preventDefault();
// We create a comment box.
var _val = (this).data(""role""),
    _sizeValIn = parseInt((this).data(“size-val”) + 1),
_sizeValRe = parseInt((this).data(""size-val"") - 1),
    _size = (this).data(“size”);
if(_size == “in-size”){
document.execCommand(_val, false, _sizeValIn + “px”);
} else{
document.execCommand(_val, false, _sizeValRe + “px”);
}
});
});
// Universal function to retrieve user Array from LocalStorage
var activeUser = JSON.parse(localStorage.getItem(‘activeUser’))
var username = activeUser.username
// Define comment
/*
We retrieve the key “comments” using getItem()in local storage. If the key do not exist we create an list of comments in local storage.
Otherwise we use JSON.parse to transform the string of information into an object in local storage
*/
if(localStorage.getItem(‘comments’) == null) {
var comments = ;
} else {
var comments = JSON.parse(localStorage.getItem(‘comments’));
}
// Variables below are linked to HTML
$(document).ready(function(){
var text = (""#text""),
submit = (“input[type=‘submit’]”),
listComment = ("".listComments""),
loading = ("".loading""),
totalCom = ("".total-comment"");
totalCom.text(("".listComments > div"").length);
// If the user does not type any text in the commentbox an alert will appear. Else the comment will be published and showed below commentbox
$($submit).click(function() {
if ($text.html() == “”) {
alert(“Please write a comment”);
$text.focus();
} else {
_data = $text.html();
comment = _data;
// Pushes the users new comment into the key comments in local storage that are related to the activeUser
// We take the object comments and transforms it into a string in localstorage
comment = new CommentBox(username, comment);
comments.push(comment);
localStorage.setItem(‘comments’, JSON.stringify(comments));
// This publishes and shows the comment from the user below the commentbox and counts the number of comments
$loading.show().fadeOut(300);
$listComment.append("""" + _data + “”);
$text.html("""");
totalCom.text(("".listComments > div"").length);
return false;
}
});
// We retrieve the strings from the key comments and from the key activeUser and transforms them into objects in local storage
var allcomments = JSON.parse(localStorage.getItem(‘comments’));
var user = JSON.parse(localStorage.getItem(‘activeUser’));
// We loop through the array of comments and check if the username matches any comments made by the same user
for(i=0; i < allcomments.length; i++){
if(user.username == allcomments[i].username) {
// If this is the case, then we show all the comments made by that specific user below the commentbox.
var listComment = ("".listComments"")
$loading.show().fadeOut(300);
$listComment.append("""" + allcomments[i].comment + “”);
$text.html("""");
}
}
});
","



 gustavbjerregaardnie:

Do you know what is does specifically?


It overrides the default behavior, given that such exists.

https://developer.mozilla.org/en-US/docs/Web/API/Event/preventDefault

"
27,.animate() menu button jquery,"Get Help,jQuery",,4,"
https://www.codecademy.com/paths/web-development/tracks/learn-jquery/modules/learn-jquery-style-methods/lessons/jquery-style-methods/exercises/animate
Hi,
In this exercice, we use the .animate() method to make the .menu-button bigger, then smaller. Ok it does work. I did the exercice like it was asked and passed. But even though the text “MENU” becomes smaller again, The border of the nav bar isn’t coming up. It’s not smooth (one straight line as before)
Here is a screenshot of after using the method:

Capture d’écran 2018-12-03 à 15.48.44.jpg1429×804 315 KB

So how can I fix it? thanks
","
Which browser are you using?

safari… maybe I should use chrome?

You’ve got nothing to lose in trying out another browser.
Codecademy has famously given different results from browser to browser (ever since I’ve been on here, anyway).
"
28,CORS Policy - Change,"Get Help,jQuery",,2,"
Hey guys
I’m trying to make a comment box for my own website, and I’m using the code from this website: https://codepen.io/anon/pen/zMNzxj/
It works on the link, but not on my own site, as an error in the console comes up stating this:
Access to XMLHttpRequest at ‘file:///Users/Amanda/Desktop/commentbox/comment.html’ from origin ‘null’ has been blocked by CORS policy: Cross origin requests are only supported for protocol schemes: http, data, chrome, chrome-extension, https.
send @ jquery.min.js:2
ajax @ jquery.min.js:2
(anonymous) @ comment.js:33
dispatch @ jquery.min.js:2
y.handle @ jquery.min.js:2
I have inserted the following in my HTML
Can you please help me? I think I need to change file:// to http://, but I don’t know how
","
$($submit).click(function() {
    if ($text.html() == """") {
      alert(""Plesea write a comment!"");
      $text.focus();
    } else {
      _data = $text.html();
      $.ajax({
        type: ""POST"",
        url: window.local,
        data: _data,
        cache: false,
        success: function(html) {
          $loading.show().fadeOut(300);
          $listComment.append(""<div>"" + _data + ""</div>"");
          $text.html("""");
          $totalCom.text($("".list-comments > div"").length);
        }
      });
      return false;
    }
  });
});

In the onclick listener there is a ajax request. This go’s to window.local as can be seen in the url. this has to go to where you want to save the posts.
i know this just tells you where the problem is and not how to fix them. But writing something to file or database aint something easy to explain or fix.
if you do not care about the database functionality than you can strip the code from the succes:function out of the ajax request.
Youre .onclick function will look like this.
$($submit).click(function() {
    if ($text.html() == """") {
      alert(""Plesea write a comment!"");
      $text.focus();
    } else {
      _data = $text.html();
	  
	  $loading.show().fadeOut(300);
      $listComment.append(""<div>"" + _data + ""</div>"");
      $text.html("""");
      $totalCom.text($("".list-comments > div"").length);
	  
	  
      //$.ajax({
      //  type: ""POST"",
      //  url: window.local,
      //  data: _data,
      //  cache: false,
      //  success: function(html) {
      //      removed code outsire ajax
      //  }
      //});
      return false;
    }
  });
});

"
29,Rotate class,"Get Help,jQuery",,2,"
https://www.codecademy.com/courses/learn-jquery/lessons/traversing-the-dom/exercises/find?action=resume_content_item
On this exercise, we are using a class named “rotate”. This class is not listed on the styles.css file. But it is working on the code when it’s applied.
What is this “rotate” class? Is it a built-in jQuery class? How can it work if is not showing up on the style.css file?
Thank you,
","
/* line 142 */
.product-card .product-details .more-details-button .rotate {
  transition: 0.1s;
  transform: rotate(90deg);
}

"
30,Jquery taught by codeacademy,"Get Help,jQuery",,5,"
Why is the jquery taught at codecademy different from other sources on the internet?
for example, the anonymous function declaration is different and declaring jquery objects.
","
We need some context, here. Please post the URL of the lesson you are on, as well as your own code.

This is how anonymous functions are declared in the jquery exercise on codecademy.
$(document).ready(() => {
});
This is how anonymous functions are declared elsewhere
$(document).ready(function() {
});
Can you please explain why is it like that?

Would appreciate that link, please.
Both forms are valid. The arrow function syntax was introduced in ES6 and behaves like any function with a couple of exceptions…

no this object
no arguments object


JavaScript Arrow Functions

If you use an arrow function inside another function, it accesses that function’s this object, and that function’s arguments object.

Hi,
Thanks for the explanation.
I have watched a few videos to learn jquery and people did not use the arrow function which is why I got confused.
Here is the link to the codecademy lesson:
https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/review?action=resume_content_item&course_redirect=learn-jquery
Thanks!
"
31,Madison Square Market,"Get Help,jQuery",,2,"
my code is not showing when i use on click the  id’s
Madison square
","
Please post a link to the project page.
Found it,

Madison Square Market

"
32,Javascript,"Get Help,jQuery",,2,"
`
let favoritePhrase = ‘Love That!’;
favoritePhrase = (‘Love that!’) ? console.log(‘I love that!’) : console.log(“I don’t love that!”);
if (favoritePhrase === ‘Love That!’) {
console.log(‘I love that!’);
} else {
console.log(“I don’t love that!”);
}
`
trying to figure out how to change the format of the if else statement
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
33,Why don't inline functions work but arrow functions do?,"Get Help,jQuery",,9,"
Hi,
When I create an event handler like this:
$("".foo"").on(""click"", function() {
  //insert code here
});

the website works as the instructions say it should, but the question is marked wrong.
Can you tell me why only “(fat) arrow functions” () => {}; work and not inline functions function() {}; work? They both work in jQuery normally as they should in the tutorial.
alphabeta367
","
What lesson are you on? Please post the URL from the location bar of the exercise page.

Well, it applies to nearly every secttion, but the one I’m on is: https://www.codecademy.com/courses/learn-jquery-event-handlers/lessons/mouse-events/exercises/intro-to-mouse-events?action=resume_content_item&course_redirect=learn-jquery

Are you getting any error message from the lesson checker?
Something of note concerning arrow functions. They do not have a context object (no this) so the function cannot be written with a context.
sayHello () {
    console.log(`Hello, ${this.name}`);
}

will raise an exception. this.name is not defined.
What code pattern is expected? What code are you entering for this exercise?

The this keyword is not related to any of the exercises I’m doing.
This is the code I used for the tutorial:
  $('.login-button').on('click', function() {
    $('.login-form').show();
  })
  
  
});

I would expect the function() {} keywords to work the same way as () => {} functions. Anyway, it works in the JavaScript tutorial.
And I am getting the following error message:

Did you change ’ __ ’ to ‘click’?

when I have done that.
Error messages basically appear when I use function() keyword.




 alphabeta367:

The this keyword is not related to any of the exercises I’m doing.


It will in time. I could see it wasn’t in this instance, though. Just tossed in that point.
The error message may be the only one in store for this SCT. If it appears only when you use function () instead of () => then that means it will only accept the latter.




 mtf:

It will in time. I could see it wasn’t in this instance, though. Just tossed in that point.


No worries, thanks for the advice.
Can anyone try and fix it?

What solution are you submitting?

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
34,Capitalization,"Get Help,jQuery",,6,"
Does it matter when you are typing your code, wether or not things in the code that are wrapped but aren’t seen on the actual website are capitalized?
","
Capitalization is a formal writing approach. It will not be necessary to capitalize any code, unless creating a Class structure.

what about cammelCase to improve readability of variable names?

You raise a good point, and one that follows a convention in JavaScript. The OP will be advised that only Class structures ever begin with a capital, which is what capitalization means.

True, but i never heard of cammelCase before i programmed for a while, so i am not surprised if people name this capitalization even though that is technically not correct. We will just have to wait for OP response.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
35,What's wrong with my code?,"Get Help,jQuery",,11,"
$(document).ready(function(){
	var testNumLength = function(number) {
        if (number.length > 9) {
            totaldiv.text(number.substr(number.length-9,9));
            if (number.length > 15) {
                number = """";
                totaldiv.text(""Err"");
            }
        } 
    };
	var number = """";
    var newnumber = """";
    var operator = """";
    var totaldiv = $(""#total"");
    totaldiv.text(""0"");
    $(""#numbers a"").not(""#clear,#clearall"").click(function(){
		number += $(this).text();
		totaldiv.text(number);
		testNumLength(number);
    });
    $(""#operators a,#side a"").not(""#equals,#decimal"").click(function(){
		operator = $(this).text();
		newnumber = number;
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === $(""#sqrt"")){
		    operator.text($(""#sqrt""));
		    testNumLength(number);
		    return """";//make a javascript calculator
		}
    });
    $(""#decimal"").click(function(){
        var numOfDecs = 0;
        var i;
        for (i = 0;i<number.length;i++){
            if (number[i] === "".""){
                numOfDecs+=1;
            }
        }
        if(numOfDecs === 0){
            number = number+"".""
        }
        totaldiv.text(number);
        testNumLength(number);
    });
    $(""#clear,#clearall"").click(function(){
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === ""clearall"") {
			newnumber = """";
		}
    });
    //Add your last .click() here!
$(""#equals"").click(function(){
    	if (operator === ""+""){
    		number = (parseInt(number, 10) + parseInt(newnumber,10)).toString(10);
    	} else if (operator === ""-""){
    		number = (parseInt(newnumber, 10) - parseInt(number,10)).toString(10);
    	} else if (operator === ""÷""){
    		number = (parseInt(newnumber, 10) / parseInt(number,10)).toString(10);
    	} else if (operator === ""×""){
    		number = (parseInt(newnumber, 10) * parseInt(number,10)).toString(10);
    	} else if (operator === ""sqrt""){
        number = Math.sqrt(number);
        (parseInt(number,10).toString(10))
        } else if (operator === ""^""){
            newnumber = Math.pow(newnumber, number);
            (parseInt(newnumber,10)).toString(10);
    }
    	totaldiv.text(number);
    	testNumLength(number);
    	number = """";
    	newnumber = """";

It gives me this error: “Your #equals else if for #sqrt is not working!”
What’s wrong?
","



 theorangemonkey001:

(parseInt(number,10).toString(10))


Needs to be assigned. Same with,



 theorangemonkey001:

(parseInt(newnumber,10)).toString(10);



@mtf
I did what you said and this is what I did:
sqrt:
number = Math.sqrt(number);
number = (parseInt(number,10).toString(10));

power:
newnumber = Math.pow(newnumber, number);
number = (parseInt(newnumber,10).toString(10));

… and it still didn’t work and it said the same error.
Again, this is my full code:
$(document).ready(function(){
	var testNumLength = function(number) {
        if (number.length > 9) {
            totaldiv.text(number.substr(number.length-9,9));
            if (number.length > 15) {
                number = """";
                totaldiv.text(""Err"");
            }
        } 
    };
	var number = """";
    var newnumber = """";
    var operator = """";
    var totaldiv = $(""#total"");
    totaldiv.text(""0"");
    $(""#numbers a"").not(""#clear,#clearall"").click(function(){
		number += $(this).text();
		totaldiv.text(number);
		testNumLength(number);
    });
    $(""#operators a,#side a"").not(""#equals,#decimal"").click(function(){
		operator = $(this).text();
		newnumber = number;
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === $(""#sqrt"")){
		    operator.text($(""#sqrt""));
		    testNumLength(number);
		    return """";//make a javascript calculator
		}
    });
    $(""#decimal"").click(function(){
        var numOfDecs = 0;
        var i;
        for (i = 0;i<number.length;i++){
            if (number[i] === "".""){
                numOfDecs+=1;
            }
        }
        if(numOfDecs === 0){
            number = number+"".""
        }
        totaldiv.text(number);
        testNumLength(number);
    });
    $(""#clear,#clearall"").click(function(){
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === ""clearall"") {
			newnumber = """";
		}
    });
    //Add your last .click() here!
    $(""#equals"").click(function(){
    	if (operator === ""+""){
    		number = (parseInt(number, 10) + parseInt(newnumber,10)).toString(10);
    	} else if (operator === ""-""){
    		number = (parseInt(newnumber, 10) - parseInt(number,10)).toString(10);
    	} else if (operator === ""÷""){
    		number = (parseInt(newnumber, 10) / parseInt(number,10)).toString(10);
    	} else if (operator === ""×""){
    		number = (parseInt(newnumber, 10) * parseInt(number,10)).toString(10);
    	} else if (operator === ""√""){
    	    number = Math.sqrt(number);
    	    number = (parseInt(number,10).toString(10));
        } else if (operator === ""^""){
            newnumber = Math.pow(newnumber, number);
            (parseInt(newnumber,10).toString(10));
    }
    	totaldiv.text(number);
    	testNumLength(number);
    	number = """";
    	newnumber = """";
    });
});

Can you help me??




 theorangemonkey001:

(parseInt(newnumber,10).toString(10));


That one also needs to be assigned.
Is there some special reason to use parseInt()?
Please post a link to the project so we can test your code. Thanks.

@mtf
here is the link:
calculator ||
And also what do you mean by assinged???




 theorangemonkey001:

what do you mean by assinged?


a = value

value is assigned to a. In Python (and most programming languages) assignments are always right to left and always use = (assignment operator).

@mtf
Thanks. Just what I thought. Did you get the link and find my problem?
Thanks,
@theorangemonkey001




 theorangemonkey001:

Did you get the link and find my problem?


        else if (operator === ""sqrt""){
            number = (parseInt(number, 10) ** 0.5);
    	}

as opposed to,



 theorangemonkey001:

else if (operator === “√”){
number = Math.sqrt(number);
number = (parseInt(number,10).toString(10));


Use sqrt as the operator since that is the id of the button. Convert number to an integer in the Math.sqrt() argument.

@mtf



 mtf:

else if (operator === “sqrt”){ number = (parseInt(number, 10) ** 0.5); }


does that work for power because it’s giving the same error.
here is the code:
$(document).ready(function(){
	var testNumLength = function(number) {
        if (number.length > 9) {
            totaldiv.text(number.substr(number.length-9,9));
            if (number.length > 15) {
                number = """";
                totaldiv.text(""Err"");
            }
        } 
    };
	var number = """";
    var newnumber = """";
    var operator = """";
    var totaldiv = $(""#total"");
    totaldiv.text(""0"");
    $(""#numbers a"").not(""#clear,#clearall"").click(function(){
		number += $(this).text();
		totaldiv.text(number);
		testNumLength(number);
    });
    $(""#operators a,#side a"").not(""#equals,#decimal"").click(function(){
		operator = $(this).text();
		newnumber = number;
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === $(""#sqrt"")){
		    operator.text($(""#sqrt""));
		    testNumLength(number);
		    return """";//make a javascript calculator
		}
    });
    $(""#decimal"").click(function(){
        var numOfDecs = 0;
        var i;
        for (i = 0;i<number.length;i++){
            if (number[i] === "".""){
                numOfDecs+=1;
            }
        }
        if(numOfDecs === 0){
            number = number+"".""
        }
        totaldiv.text(number);
        testNumLength(number);
    });
    $(""#clear,#clearall"").click(function(){
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === ""clearall"") {
			newnumber = """";
		}
    });
    //Add your last .click() here!
    $(""#equals"").click(function(){
    	if (operator === ""+""){
    		number = (parseInt(number, 10) + parseInt(newnumber,10)).toString(10);
    	} else if (operator === ""-""){
    		number = (parseInt(newnumber, 10) - parseInt(number,10)).toString(10);
    	} else if (operator === ""÷""){
    		number = (parseInt(newnumber, 10) / parseInt(number,10)).toString(10);
    	} else if (operator === ""×""){
    		number = (parseInt(newnumber, 10) * parseInt(number,10)).toString(10);
    	} else if (operator === ""sqrt""){
            number = (parseInt(number, 10) ** 0.5);
        } else if (operator === ""^""){
            newnumber = Math.pow(newnumber, number);
            (parseInt(newnumber,10).toString(10));
    }
    	totaldiv.text(number);
    	testNumLength(number);
    	number = """";
    	newnumber = """";
    });
});


Anyone including @mtf,
Please, can you answer. I am in a hurry because I have a deadline by 8:25 am today.
Sincerely,
@theorangemonkey001

$(""#equals"").click(function(){
    	if (operator === ""+""){
    		number = (parseInt(number, 10) + parseInt(newnumber,10)).toString(10);
    	} else if (operator === ""-""){
    		number = (parseInt(newnumber, 10) - parseInt(number,10)).toString(10);
    	} else if (operator === ""÷""){
    		number = (parseInt(newnumber, 10) / parseInt(number,10)).toString(10);
    	} else if (operator === ""×""){
    		number = (parseInt(newnumber, 10) * parseInt(number,10)).toString(10);
    	} else if (operator === ""√""){
    	    number = Math.sqrt(number);
    	    number = parseFloat(number,10).toString(10);
    	} else if(operator === ""^""){
    	    number = Math.pow(newnumber,number);
    	    number = parseFloat(number,10).toString(10);
    	}
    	totaldiv.text(number);
    	testNumLength(number);
    	number = """";
    	newnumber = """";
    });
});

Can anyone help me with this problem?
My editor,Codecademy gives me an error saying,



 theorangemonkey001:

“Your #equals else if for #sqrt is not working!”


here is the rest of my code if you want to run it
javascript:
$(document).ready(function(){
	var testNumLength = function(number) {
        if (number.length > 9) {
            totaldiv.text(number.substr(number.length-9,9));
            if (number.length > 15) {
                number = """";
                totaldiv.text(""Err"");
            }
        } 
    };
	var number = """";
    var newnumber = """";
    var operator = """";
    var totaldiv = $(""#total"");
    totaldiv.text(""0"");
    $(""#numbers a"").not(""#clear,#clearall"").click(function(){
		number += $(this).text();
		totaldiv.text(number);
		testNumLength(number);
    });
    $(""#operators a,#side a"").not(""#equals,#decimal"").click(function(){
		operator = $(this).text();
		newnumber = number;
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === $(""#sqrt"")){
		    operator.text($(""#sqrt""));
		    testNumLength(number);
		    return """";//make a javascript calculator
		}
    });
    $(""#decimal"").click(function(){
        var numOfDecs = 0;
        var i;
        for (i = 0;i<number.length;i++){
            if (number[i] === "".""){
                numOfDecs+=1;
            }
        }
        if(numOfDecs === 0){
            number = number+"".""
        }
        totaldiv.text(number);
        testNumLength(number);
    });
    $(""#clear,#clearall"").click(function(){
		number = """";
		totaldiv.text(""0"");
		if ($(this).attr(""id"") === ""clearall"") {
			newnumber = """";
		}
    });
    //Add your last .click() here!
$(""#equals"").click(function(){
    	if (operator === ""+""){
    		number = (parseInt(number, 10) + parseInt(newnumber,10)).toString(10);
    	} else if (operator === ""-""){
    		number = (parseInt(newnumber, 10) - parseInt(number,10)).toString(10);
    	} else if (operator === ""÷""){
    		number = (parseInt(newnumber, 10) / parseInt(number,10)).toString(10);
    	} else if (operator === ""×""){
    		number = (parseInt(newnumber, 10) * parseInt(number,10)).toString(10);
    	} else if (operator === ""sqrt""){
        number = Math.sqrt(number);
        (parseInt(number,10).toString(10))
        } else if (operator === ""^""){
            newnumber = Math.pow(newnumber, number);
            (parseInt(newnumber,10)).toString(10);
    }
    	totaldiv.text(number);
    	testNumLength(number);
    	number = """";
    	newnumber = """";
  });
});

css:
body, div, a {
    padding:0;
    margin:0;
    font-family:""Trebuchet MS"", Arial, Helvetica, sans-serif;
}

#calculator {
	background-color: #999;
	width: 310px;
	height: 460px;
	border: 3px black solid;
	margin: 10px auto;
	padding: 5px;
	-moz-border-radius: 10px;
	-webkit-border-radius: 10px;
	-khtml-border-radius: 10px;
	border-radius: 10px;
}

#calculator a {
	display: block;
    float: left;
    cursor: pointer;
    text-decoration: none;
    text-align: center;
    background: -moz-linear-gradient(top, #EDEDED, #DCDCDC);
    background: -webkit-gradient(linear, left top, left bottom, from(#EDEDED), to(#DCDCDC));
    filter: progid:DXImageTransform.Microsoft.gradient(startColorstr='#EDEDED', endColorstr='#DCDCDC');
	-moz-border-radius: 10px;
	-webkit-border-radius: 10px;
	-khtml-border-radius: 10px;
    border-radius: 10px;
    color: black;
}

#numbers, #operators {
	margin: auto;	
}

#operators a {
	width: 46px;
	height: 45px;
	font-size: 39px;
	padding: 2px;
	margin: 5px 6px;
}

#numbers a {
	width: 50px;
	height: 50px;
	font-size: 32px;
	padding: 10px;
	margin: 5px;
}

#total {
    height: 70px;
    width: 300px;
    margin:auto;
    background-color:white;
    margin-bottom: 5px;
    text-align: right;
    font-size: 60px;
    padding: 0px 5px;
}

#side {
	width: 49px;
	float: right;
}

#side a {
	width: 40px;
	height: 40px;
	float: right;
	font-size: 32px;
	padding: 10px;
	margin: 5px;
}

a#equals {
	padding-top: 50px;
	height: 100px;
}

html:
<!DOCTYPE html>
<html>
    <head>
        <title>Calculator</title>
        <link rel=""stylesheet"" href=""style.css"" />
        <script src=""https://ajax.googleapis.com/ajax/libs/jquery/1.8.0/jquery.min.js""></script>
        <script src=""script.js""></script>
    </head>
    <body>
        <div id=""calculator"">
            <div id=""total"">
            </div>
            <div id=""operators"">
                <a>+</a>
                <a>-</a>
                <a>&divide;</a>
                <a>&times;</a>
            </div>
            <div id=""side"">
                <a id=""sq"">^</a>
                <a id=""sqrt"">√</a>
                <a id=""decimal"">.</a>
                <a id=""equals"">=</a>
            </div>
            <div id=""numbers"">
                <a>1</a>
                <a>2</a>
                <a>3</a>
                <a>4</a>
                <a>5</a>
                <a>6</a>
                <a>7</a>
                <a>8</a>
                <a>9</a>
                <a id=""clear"">C</a>
                <a>0</a>
                <a id=""clearall"">AC</a>
            </div>
        </div>
    </body>
</html>

"
36,Nvmm,"Get Help,jQuery",,3,"
Idontknowhowtodeleteatopic
","
You can’t. Just ask one of the moderators to do it for you.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
37,I need help with a short script,"Get Help,jQuery",,2,"
Hello everyone,
I want to highlight a cell of a table depending on if its value is “yes” or “no”
I got an array by using
var test = $(‘table tr > td:nth-child(17)’);
Now I need to use the if method
if(test[i].innerHTML == ‘Yes’) {
test[i].style.backgroundColor =""#FCD"";
};
But I cannot get the complete function.
How can I use for or forEach to get it working?
I am not an expert of js but I think this is a simple task for experts.
I need just a hint. Please.
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
38,jQuery upgrade for my personal website!,"Get Help,jQuery",,13,"
Here I am, upgraded my personal website with jQuery! The website initially is a Final Project of HTML/CSS course.
http://alexprisazhny.com
Feel free to visit my site. I am very thankful for any opinions and feedback from you!
","
Wow! Its looks great! Very crisp and clean. Looks professional and well done over all! I can’t really see anything to improve on either. The setup is simple and easy to follow and the design doesn’t seem to have any flaws. 

Thank you so much for your kind words! It took me a while to read about design approaches, UI and UX. And there’s always something to work on! Right now I’m working on one thing - I want the full description of projects gallery item to appear over the page content when you click on its image in the gallery. It’s a bit tricky for me now, but over time I’ll make it!

Yeah that sounds like a nice addition but doable for one of your skill level. What would also be cool on that note, but when you get to gallery on the website and put your mouse over a project a little window pops up with a brief description of title of project and a general statement on what it does or is. Again not sure what that even involves but it would be a nice addition along with what your describing. A long description in the actual project gallery and then a short one on the actual webpage but when you scroll over it.

Thank you for your advice! It totally has sense!
Now I’m thinking about initially just displaying images in the gallery, but when you hover on one of them the short description with a name and a transparent background slides up from the bottom of the image. And if you click on it, you see its full description with several images within a larger block on top of the page content.

I completely agree that sounds efficient and just a cool way of accomplishing your goal haha

Thank you for your ideas. They are really helpful!)

Finally done it! Now description appears on hover and block appends on click.

Good work opensky1988, your work is very good, I only recommend to give a bit of shadow to the project part, I think it would give a more special touch, try to do it and inform me to see how. (This observation is more for personal taste)


Thank you for your feedback! At the moment I am at the final steps of converting my site to React/Redux. I will update it as soon as it’ll be finished.
I have code on GitHub if you’re interested.

Opensky1988 thank you for answering me, I will soon be opening an account in Github since I am new in this world of technology and especially in web pages. I’m barely learning, I’m doing a course of HTML and Css to then go with JavaScript.

I am also interested in entering any online study table to continue learning, therefore, if you know of any and / or can recommend me any course other than codecademy would be interested. Thank you.


I wish the best of luck in all you’re doing. Sounds like a good plan!
I think that depending on the path you choose (Front-End, Back-End or Full-Stack), you grab relevant technologies, make a portfolio (volunteering or/and open-source projects) and look for a job or make your own thing. There are also trends in technologies. I would recommend to look at the chances of finding a job in various niches, look for what you personally like and decide where you go next.
I personally chose React. CodeCademy gave me overall understanding and some practice, but you should have your own projects as well, since they make you apply your skills and sometimes put you in a challenging situation when you have to overcome frustration, think, learn and solve problems.
It’s not necessarily a certain course somewhere else. You can go on your own after obtaining a relatively specific stack of technologies.
"
39,Stuck on step 6 onwards,"Get Help,jQuery",,7,"
Hello friends! This is my code:
$(document).ready(() => {
  
  $('.menu').on('mouseenter', () => {
    $('.nav-menu').show();
  });  
  
  $('.menu').on('mouseleave', () => {
    $('.nav-menu').hide();
  });
  
  $('.btn').on('mouseenter', event => {
    $(event.currentTarget).addClass('btn-hover');
  }).on('mouseleave', event => {
    $(event.currentTarget).removeClass('btn-hover');
  });
  
    $('.postText').on('keyup', event => {
    const $post = $(event.currentTarget).val();
    const $remaining = (140 - $post.length);
    $('.characters').html(remaining);
  });
  
  $('.postText').focus();
});

I’ve beeen trying to make the  characters counter work for more than a couple hours, but to no avail. May i have a hint please?
Thanks in advance.
","
Anyone willing to help please? still stuck there

We have your code, but nowhere to test it. Please post a link to the exercise. Thanks.

https://www.codecademy.com/courses/learn-jquery-event-handlers/projects/feedster?course_redirect=learn-jquery
Sorry and thanks for your interest




 horror_vacui:

$(’.characters’).html(remaining);


SInce $remaining is not a jQuery object, we don’t need to add the $. Remove it from the assignment line and the above will work.
Technically, $post is also not a jQuery object (but a string) so it should not have the $, either.

Thanks, I managed to make it work after some more research and with your insight. Cheers 

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
40,Help with js/jquery function,"Get Help,jQuery",,2,"
Hi, can someone help me with this function, i cannot see what its wrong:
$().ready(iniciar);

function iniciar(){

$(""#btnMostrar1"").click(procesarEjercicio2);

}

var contador=0;
var respuesta;
var pos=0;

function procesarEjercicio2(){
    
    var entrada=$(""#textTexto"").val();
    var busqueda=$(""#textLetra"").val();
    
    for(pos=0; pos<entrada.length; pos++){
        
        if(entrada[pos]===busqueda);
        
        contador++;
        
        if(contador===0){
            respuesta=""No se a encontrado "" + busqueda + "" "";
             else if(contador===1){
            
        respuesta="" "" + busqueda + "" se ha encontrado una vez"";
        
        else respuesta="" "" + busqueda + "" se ha encontrado"" + contador + "" veces"";
             
        
    
   
$(""#pResultado1"").html(respuesta);
             }
}
    }
}


And this is the HTML
        <div>
            <h1>Ejercicio2</h1>  
            
            <label for=""textTexto"">Texto</label>
            <input type=""text"" id=""textTexto""><br>
            <label for=""textLetra"">Letra</label>
            <input type=""text"" id=""textLetra""><br>
            <input type=""button"" id=""btnMostrar1"" value=""Mostrar1"">
            
            <p id=""pResultado1""></p>
            
        </div>

Any suggestion?? thanks
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
