,Title,Categories,Tags,Replies,Post,Comment
58,"Can't recall what this is called.... a background that does not scroll, but content on top will scroll https://www.codecademy.com/learn/learn-css","Get Help,CSS",display-positioning,3,"
can’t recall what this is called… a background that does not scroll, but content on top will scroll
kindly pass on the code or point me in the right direction : )
simple
no JS if possible
MANY THANKS!
","
Using google with search query: css background no scroll
lead me to: https://developer.mozilla.org/en-US/docs/Web/CSS/background-attachment
which contains your answer.

@obxjuggler, I think what you are looking for is called a parallax.
To do this you would create a  or  in your html, then assign that class (.parallax in css) a background-image.  Set the background-image to:
/* Parallax Section */
.parallax {
	background-color: #4181C3;
	background-image: url(PARALLAX-wave.png);
	height: 400px;
	background-attachment: fixed;
	background-size: cover;
	background-repeat: no-repeat;
	background-position: center center;
}

I think the key you are looking for is ‘background-attachment: fixed;’
Keep in mind it’s important to set a background color, because the parallax feature does not work on mobile devices.  If you still want the image to appear on mobile devices, you can set a @media query, and just remove the ‘fixed’.
Hope that helps.

"
59,Grid: Task board,"Get Help,CSS",learn-grid,7,"
Hi,
I am doing project css task board and it’s seems that my completed project column is all the time uneven and I can’t find out why? I tried to do this project three times, watched walked through video, but I don’t know what I am doing wrong. Could anyone help me?
Thanks!
Link:
https://www.codecademy.com/courses/learn-css/projects/css-grid-project-ii
@font-face {
font-family: WorkSans;
src: url(“https://s3.amazonaws.com/codecademy-content/courses/learn-css-grid/project-ii/Resources/Work_Sans/WorkSans-Regular.ttf”);
}
@font-face {
font-family: Poppins;
src: url(“https://s3.amazonaws.com/codecademy-content/courses/learn-css-grid/project-ii/Resources/Poppins/Poppins-Regular.ttf”);
}
html {
height: 100%;
}
body {
height: 100%;
margin: 0;
background-image: linear-gradient(359deg, #3023ae, #eb7f7b);
background-repeat: no-repeat;
background-attachment: fixed;
}
.navbar {
display: grid;
grid-template-columns: 10px 1fr 3fr 1fr;
position: absolute;
width: 100%;
height: 60px;
background-color: rgba(120,70,154, 0.2);
text-align: center;
top: 0;
left: 0;
justify-content: space-around;
}
.navbar h1 {
grid-column: 3 / 4;
font-family: Poppins;
color: #ffffff;
margin: 0;
align-self: center;
}
.container {
width: 1000px;
display: grid;
grid-template-columns: repeat(3, 1fr);
grid-column-gap: 20px;
}
.search-bar {
grid-column: 2 / 3;
width: 100%;
height: 40px;
background-color: rgba(255,255,255, 0.35);
top: 8px;
position: absolute;
}
input {
display: inline-block;
border: none;
background: transparent;
font-size: 14px;
}
.search-bar input {
float: left;
height: 18px;
margin-top: 9px;
margin-left: 7px;	
}
.card-column input {
height: 18px;
margin-left: 15px;		
}
.search-icon {
float: left;	
margin-top: 9px;
margin-left: 7px;
}
.card-column {
background-color: #ffffff;
grid-gap: 10px;
min-height: 700px;
display: grid;
grid-template-rows: 20px repeat(5, 100px);
align-content: space-between;
grid-auto-rows: 100px;
}
.card-column h2 {
padding: 0;
margin: 0 auto;
font-family: WorkSans;
font-size: 16px;
font-weight: 600;
letter-spacing: 0.2px;
text-align: left;
color: #2f2f2f;
display: inline-block;
}
.taskgroup-heading {
margin-left: 15px;
margin-top: 7px;
}
.site-body {
position: absolute;
top: 100px;
margin-left: 50px;
}
.card {
margin-right: 15px;
margin-left: 15px;
background-color: rgba(216, 216, 216, 0.21);
border: solid 1px rgba(151,151,151,0.21);
position: relative;
}
.rectangle {
width: 57px;
height: 6px;
position: relative;
display: inline-block;
margin-left: 7px;
}
.list-icon {
display: inline-block;
margin-left: 7px;
margin-bottom: 5px;
position: absolute;
bottom: 0;
}
.task-description {
margin-left: 7px;
margin-top: 0;
font-family: WorkSans;
font-size: 14px;
letter-spacing: 0.2px;
text-align: left;
color: #2f2f2f;
}
.ellipsis-icon {
display: inline-block;
float: right;
margin-right: 15px;
}
.task-date {
display: inline-block;
font-family: WorkSans;
font-size: 10px;
letter-spacing: 0.1px;
text-align: left;
color: #9b9b9b;
position: absolute;
bottom: 0;
margin-bottom: 5px;
left: 25px;
}
.yellow {
background-color: #fdcb1e;
}
.orange {
background-color: #ff7700;
}
.green {
background-color: #50e3c2;
}
.blue {
background-color: #3343e5;
}
.add-card {
background-color: rgba(216, 216, 216, 0.21);
border: solid 1px rgba(151,151,151,0.21);
color: #2f2f2f;
}
.completed-projects {
grid-template-rows: 20px;
grid-auto-rows: 100px;
grid-gap: 20px;
}Preformatted text
","
When you say uneven what do you mean? Are they not equally spaced out like the other columns, or are they spaced differently to the other columns, or something else?

Hey there @cloudjumper83369 
Could you post your code formatted using the button at the top of the post menu?
It look like this </>

I too am curious what exactly you mean by uneven, could you also post your HTML so we can run the code?

@cloudjumper83369 -
Maybe include a screenshot of your project so we can all see what issue is, visuals speak mountains! 

Preformatted text

	
		Project Task Board
		
		
	
	
		

				![](upload://9MiS2CRNPAdrpKDhvYrJq09S4PM.svg)
			
STUFFED ANIMAL TASK LIST





FUTURE PROJECTS

							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
						






Pick Color Trends
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/21/2017






Source Fabrics
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/21/2017






Manufacture clothing
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/20/2017






Confirm structural integrity
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/23/2017






Manufacture mandibles
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/26/2017




ACTIVE PROJECTS

							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
							![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
						






Test fear factor
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/20/2017






Develop button samples
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/21/2017






Recall malfunctioning giraffes
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/21/2017






task task task task
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/20/2017






Perform user research on new stuffing
						![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
						4/23/2017




COMPLETED PROJECTS

    ![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
    ![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
    ![](upload://lZGREuphO3oLJ3TtkPN0g7QsVVg.svg)
    






Research Trends
    ![](upload://wB5iWEfYqwmY1BrvEHJyfSehA15.svg)
    4/19/2017


    
    Add
  



	

`Preformatted text`
        
Screenshot 2020-06-19 at 22.56.001330×1116 91 KB

Screenshot 2020-06-19 at 22.56.001330×1116 91 KB Screenshot 2020-06-19 at 22.59.041300×1020 80 KB
"
60,Cozy Tea Project,"Get Help,CSS","display-positioning,general",7,"
Hi there.
https://www.codecademy.com/paths/web-development/tracks/getting-more-advanced-with-design/modules/layout-with-flexbox/projects/tea-cozy
I am trying to format the images in the  Tea of the month section to display like this.
 



My code currently looks like this:
HTML
    <h2>Tea of the Month</h2>

    <p>What's Steeping at The Tea Cozy?</p>

    <div class=""container1"" id = ""row"">

        <div  class = ""teaPic"" >

            <img src=""images\img-berryblitz.jpg"">

            <h4>Fall Berry Blitz Tea</h4>

        </div>

        <div  class = ""teaPic"" >

            <img src=""images\img-spiced-rum.jpg"">

            <h4>Spiced Rum Tea</h4>

        </div>

        <div  class = ""teaPic"" >

            <img src=""images\img-donut.jpg"">

            <h4>Seasonal Donuts</h4>

        </div>

        <div  class = ""teaPic"" >

            <img src=""images\img-myrtle-ave.jpg"">

            <h4>Myrtle Ave Tea</h4>

        </div>

        <div  class = ""teaPic"" >

            <img src=""images\img-bedford-bizarre.jpg"">

            <h4>Bedford Bizarre Tea</h4>

        </div>

    </div>

</section>

CSS:
.container1 {
display: flex;

flex-wrap: wrap;

justify-content: center;

}

.teaPic {
display: flex;

height: 200px;

width: 300px;

padding: 10px;

margin: auto;

}
","
sadawdad2030×325 338 KB
currently being rendered like this??

You are currently setting the height and width of the .teaPic div container, but not of the images themselves. As such it’s shrinking the container but not the image and you’re losing a lot of the image. You need to set the height and width for the images too, either individually through the img tags, or universally using CSS pointing to the img tags.

Thanks very much!
Sometimes it needs an extra pair of eyes :).
Follow up question… the images are now on a separate line with the  h4’s next to it.
Any idea how to format them so they’re the same as in the first pic?
I’m still trying to get my head around this Flexbox stuff

Css currently looks like:
.container1 {
display: flex;

flex-wrap: wrap;

justify-content: center;

}

.teaPic {
display: flex;

height: auto;

width: 1000px;

padding: 10px;

margin: auto;

}
.teaPic img {
height: 200px;

width: 300px;

}

What you’ll need to do is give the container for the images a width, so .container1 needs a width, so say for testing sake width: 1000px. Then you would give it the property align-content: space-between and this should arrange your images in such a way that it uses all the space evenly like that. Then play around with the width of the container to get it looking how you would like!

thanks dude, appreciate it
"
61,I cannot create relative path links,"Get Help,CSS",general,20,"
I am trying to make a basic website on visual studio code editor as part of the arts & crafts project
Firstly emphasized item problems are appearing and I cannot see any problems with my code. How do I get these to go away or at least show me what is wrong.
Secondly and most annoyingly I’m having a major frustrating issue trying to create relative links either from files like images or to the style.css sheet. I spent hours linking the style sheet to the HTML index file earlier and I could only do it by copying the address from inside ‘my documents’ which then appeared to be the same address as the copied path from within VSC!?
This is a recurring problem it only works when I copy the entire path and then I can delete part of the path.
I have now managed to insert images by doing this(copying full path from outside VSC). But I want to know why is not working by simply typing the full address or part of the address within VSC like so=
<img src=""\images\image title.jpeg>
I have tried / / and \ and I have tried just clicking the images and copying path. I have tried with and without type=“text/css”  the style sheet just would not link the way I learnt in codeacademy…
I have put an example of my problem in the image attached, check line 13 image labelled troubleshooting.
As before the word troubleshooting is displayed and the picture will not appear with a relative link.
Neither will it appear if I type more parent folders or forward or backslash.
It’s very frustrating and help would be hugely appreciated!
I have googled and checked the cheatsheet and the code I’m writing is definitely correct so must be another problem that I cannot see.

troubleshooting1900×992 98.7 KB

","
hey asurasnyx,
it should work with the ./ and the relative file path:
<img src=""./images/title.jpg"">


If all of the files needed are on your computer, it may simplify things to try putting them in the same folder.
On my computer, if I have the HTML file in the same folder as my CSS file, I can just refer to it by name and not need to do the long file path.

I have tried this and have the same issue.

OK so i have tried this and discovered that if the file is in the same folder as the HTML file then there is no problem. However if i move it into a parent folder then the problem still occurs. Obviously to complete the task I can just keep the files in the same folder. But this is not a proper solution as I want to be able to have files in appropriate folders and link them.

The full path isnt even working in CSS ? ! !
See row 3 in example. I click + control on the link never works?
can someone please help! it’s so annoying. Works if all files are in the same folder but even just moved into the parent folder it stops working?!
cannot find it|690x346 
still not working1704×747 52.5 KB


@asurasnyx,
It looks like the problem is that you are using the backslash (\) in your path.  In many languages (including CSS, I believe) this character is what is known as an escape character.  You can tell by the way it is a different color in VS Code in your screenshot.
To make that path work, there are a few things you can do:

You can replace your backslashes with forward slashes (/).  Notice that in @sonnynomnom’s reply, he recommended ./ and not .\.
Alternatively, if you really love the Windows-style backslash, you can put two of them instead of one and the path should work as intended.  For example, your path would be url(""your\\path\\here\\Resources\\images\\background.jpeg"")

Finally, you can use the shortcut ../ to reference a file in the parent folder.  In your case, you would type url(""../images/background.jpeg"")


Hope this explanation helps.  Happy coding!

that makes sense, I will try to write with forward slash instead. Although I had directly copied and pasted the path from the image in the left pane.
I have tried both forward and backslash and neither work for linking a background image.
I tried linking the URL from a website instead of my local drive and it worked.
But the background image just will not load from my path.
The background image is now in with my style.css sheet and works.
But i still don’t understand why the image has to be in the same folder as my style sheet to work?
I would love to know why? I feel this might present problems in the future.
Many thanks in advance!

One other thing, and I could be completely wrong here, Is the hard drive letter you have in the file path correct? Most computers label the main hard drive as C were as you choice D.
Though if you are using an unusual OS, or you are like me and have 6 drives on one computer , than Drive D makes perfect since.
I think @el_cocodrilo is pointing out your main problem, but the drive name is something to watch out for.

I’m having the same issue as asurasnyx with the background image for the header Dasmoto’s Arts and Crafts not loading. I’ve gone through all the suggestions on here, checked the cheat sheet, Googled help for it, and right clicked to “inspect” the code to see what I might be doing wrong. I’ve got the forward slashes, the image was saved locally and have tried numerous variations of the background-image line in the css file with no success of the image showing up. I had to walk away from this yesterday as frustration was getting the better of me.  It feels like I’m missing something minor, but for the life of me can’t figure out what it is.
Is the html file supposed to have something that mirrors the line for the background images in css? I’ve only got the Dasmoto’s Arts & Crafts that would “correspond” with the background image in the css file.
The line currently looks as follows specifically for the background-image line:
background-image: url(""./images/pattern.jpeg"");
Thanks.

I’ve had the same issue on Visual Studio when completing the Dasmoto’s Arts and Crafts project.
I’m using a Safari browser. When I open the index.html file in the browser it looks as though the link to the css file doesn’t work. When I manually add the css file to the page in Safari by opening Preferences->Advanced Options->Stylesheet->Add File, the CSS renders as expected.
Here’s the code in the document head:
<head>
    <title>Dasmoto's Arts and Crafts</title>
    <link href=""/dasmotos/resources/css/index.css"" rel=""stylesheet"" type=""text/css"">
</head>

Racking my brains around this one, so any help would be appreciated! Thanks in advance.

Unless the HTML code you are trying to ling to the stylesheet is in the folder “dasmotos” , than you will need to include the full file path, starting with the letter of the hard drive it is in.

I’m wondering whether some of the confusion here is around the nature of relative paths. Perhaps an example will help.
I’ve done the Dasmoto project on my local computer, using Visual Studio Code. I have a single directory (folder) - which is, incidentally, also a Git repo - called Codecademy, and within that I have another directory called Dasmoto. Here’s a screenshot of the folder structure:

So, my “parent” directory for the purposes of the Dasmoto project is the Dasmoto directory. That’s where my index.html file is, and it’s also where the image dasmotos-arts_redline.jpg has been saved. (Remember, the “redline” is the diagram showing you what the finished product should look like.)
Below that, I have two more directories:
css, containing my stylesheet file style.css,
and img, containing the four images I need for the site.
Within index.html, I can reference my stylesheet with the following tag:
<link rel=""stylesheet"" type=""text/css"" href=""./css/style.css""/>

This is because, from index.html's perspective, it’s current directory is Dasmoto/.
The period . tells the rendering engine ""start in the current directory, then go to /css/style.css.
If, however, I changed my structure around (the green items are new - thanks Git tracking!):

You see how my index.html page is now in a subdirectory of Dasmoto called www. My link to the CSS no longer works, because ./css/style.css is looking for Dasmoto/www/css/style.css which doesn’t exist.
We can work around this by using the double-period .., which tells the system to “go up one directory” before continuing on the path, so I need to change my tag like so:
<link rel=""stylesheet"" type=""text/css"" href=""../css/style.css""/>

So, with index.html in the www subdirectory this tag is saying “go up one directory, to Dasmoto, then go to `/css/style.css”.
If you’re working on your PC using a code editor like Visual Studio Code, one useful feature to test your links is that they are clickable within the editor to test them:

If the path is valid, the “follow link” feature opens the file in the editor. If the path is off, I get an error and VSCode asks me if I want to create that file. 
Hopefully this will be of some help to those of you struggling with the paths. 

Thanks for your help @8-bitgaming and @thepitycoder - really useful advice there and thanks for the explanation as well!
I found that my css file linked directly by including the full file path right to the hard drive, as well as using a double-period - thanks!

Long path tool can solve your problem easily. It can delete, copy, move and bulk rename long path files or locked file easily. Try it, It is very useful.  - ( Tom Murphy )

I suggest you try Long path tool is the very good program for easily delete, copy & rename long path files, error, unlock solution.Try it and solve your problem. - ( Tom Murphy )

Thank you! I was looking for the answer everywhere what’s wrong with my “…Images/pattern.jpeg”, and I just missing one “/” before the “images”, omg =))) Thank’s

i had a similar issue, if you set up your “structure” the way the video told you to set it up you need to use something like the following:
background-image: url(""…/…/resources/images/pattern.jpeg"");
more than anything check to see where your images are relative to your .css file.

I had the same problem but with a little time and fiddling I found a relative path that would work on  VS Code but the only problem is I do not understand why it works while the others do not.
2020-06-15 (1)_LI2313×728 248 KB
The blue circled relative path works but the red bracketed relative path does not. It should be noted that I used VS Code’s “copy relative path” and “copy path” in the beginning and they did not work.
Copy Path(did not work): C:\Projects\CodeAcademy\Dasmoto’sArts&Crafts\css\resources\images\pattern.jpeg
Copy Relative Path(did not work): css\resources\images\pattern.jpeg
The One(did work):  resources/images/pattern.jpeg
I also tried them all in Html and it seems to work in reverse. The One did not work but the others did.
For me its nice to know it finally worked but I really need to know why it did and why the others did not, for future projects down the line.

Welcome to the forums, @teraninja31546



 teraninja31546:

Copy Path(did not work): C:\Projects\CodeAcademy\Dasmoto’sArts&Crafts\css\resources\images\pattern.jpeg


This kind of absolute path should, generally speaking, be avoided. (For one, it makes your code less portable.)



 teraninja31546:

Copy Relative Path(did not work): css\resources\images\pattern.jpeg


Your path is invalid. Taking Dasmoto as the “root” directory, the path you’re trying to use here will - from the perspective of your CSS file - be attempting to find the following:
dasmoto/css/css/resources/images/pattern.jpeg
There is no css directory within the css directory, so the path is invalid.



 teraninja31546:

The One(did work): resources/images/pattern.jpeg


You’ve corrected your error from the previous attempt. Relative to the css directory, which is where your CSS file lives, this path is correct.
"
62,Chore Door Door not centering,"Get Help,CSS",general,3,"
Hello, my code is working just fine and I am able to play the game successfully. The only problem I am facing is that the doors are not centering when I am telling them to, they stay stuck to the left.
HTML:
  <div id=""door-row"">

    <img id=""door1"" class=""door-frame"" src = ""https://s3.amazonaws.com/codecademy-content/projects/chore-door/images/closed_door.svg"" >

    <img id=""door2"" class=""door-frame"" src = ""https://s3.amazonaws.com/codecademy-content/projects/chore-door/images/closed_door.svg"" >

    <img id=""door3"" class=""door-frame"" src = ""https://s3.amazonaws.com/codecademy-content/projects/chore-door/images/closed_door.svg"" >

 </div>

CSS

.door-frame {
cursor: pointer;
padding: 10px;
text-align: center;
}

","
Hey there! Welcome to the forums 
Did you try refreshing the page after you wrote your CSS rules? Whenever I alter my CSS file I have to reload the page, otherwise I won’t see any changes.
I hope this helped!

I had this issue too. You want the text-align property to be applied to door-row, not door-frame, as you wish to center the contents of door-row (ie. the three doors) not the contents of each frame. That should fix your issue! Also be sure to give door-frame display.inline if you want the doors next to each other rather than stacked.
"
63,Difference between <strong> and font-weight: bold;,"Get Help,CSS","learn-typography,general",4,"
so why is there both? in html you can have  i am  bold.
so is font-weight: bold; in css just another way to do it?
        ","
Hello @giga4349672881. The <strong> tags are used for certain words within a <p> or other text tag. You could as easily use a <span> tag, and style that, but that takes more space.

Changing the font-weight to bold just affects how the text looks in the browser. Using <strong> gives syntactic significance to the text such that screen readers and web scrapers can use to understand which text is important.

<strong/> and <em/> give an aural indication, or change of voice to enclosed text. This is semantic emphasis.
<b/> and <i/> give visual indication only, and will not give a change of voice. Sometimes we just want to visually separate font-style from the norm, without adding any emphasis to the text.
When all we want is bold text, or italic text, without any aural emphasis, then use CSS, or the latter two tags. Always think of the person on the other side of the screen reader. If we emphasize too much it will come across as being yelled at and the user may leave the page.
Think in terms of accessibility when choosing markup.
"
64,Css : nth child selector,"Get Help,CSS",selectors-visual,2,"
i was solving one of the exercises "" Handlebars "", could’t help notice the css coded.
i see below code
.block:nth-child(2n){
background-color: #4b54ef;
margin-left: 25px;
}
can someone explain in detail about this code snipet
https://www.codecademy.com/paths/web-development/tracks/build-interactive-websites/modules/templating-with-handlebars/lessons/learn-handlebars/exercises/handlebars-each-this-i
","
Take a look at the MDN web docs on the topic: They explain (clearly and in-depth) nth-child syntax and use.
For a more “learner-targeted” experience, try CSS-Tricks.
"
65,Fixed Header Responding to page resize; body not,"Get Help,CSS","display-positioning,general",8,"
I have got a fixed header, when when the screen is full size, works fine. However when I shrink the screen (window) the header responds correctly, but the main content doesn’t respond to the header changing size. Any thoughts?
Screenshot 2020-06-14 at 14.30.231002×1356 108 KB
","
can you show some image samples?

Sorry, I could only upload one pic. This is a pic when the window is full size. Note the title ‘Tom’s Cheat Sheet’ and the picture. Screenshot 2020-06-14 at 14.35.062880×832 130 KB

And another when the window has been resized. The title and picture overlap…Screenshot 2020-06-14 at 14.35.381424×812 134 KB

Aha! Ok, it’s still a little unclear as to what you want the css to do.
You can try changing the colors and set outline on each element to see how the page is interpreting them. That way you can pinpoint if what you want is happening.
For example: if you don’t want you body content to have minimum proportions that don’t get distorted you can see if your css is doing that this way, and exactly how it’s not (this in turn, let’s you add specificity to your question for yourself and for others and gets you closer to your goal).
When you do this, I also highly recommend using the firefox browser and use the element picker (in inspect element: com+opt+c, or com+shift+c, or the mouse over window button on the top left of the console). This can not only highlight your element, but when it has errors you can click on the css to direct you to the relevant mdn documentation which is super clear.
As a bonus tip, I recommend Kevin Powell’s youtube channel on css as I find he has an incredibly clear way of explaining topics that I haven’t seen in other places.

Note, there’s a difference between setting outline and border, border actually changes the size, so for debugging outline is better.

Thank you. I’ll have a go at what you suggested and get back to you. 

The fixed position property is always relative to the view port of the window.
"
66,Nav-bar problems,"Get Help,CSS","box-model,general",2,"
Can anyone help me with why my nav-bar won’t display with the links across the page and how to get rid of that annoying grey patch?
image1366×768 185 KB
image1366×768 185 KB https://gist.github.com/750793d9cb0d2e86a80ac21bb46976fb
Thank you for your help!
Julie
","
it’s ok, I’ve solved it! phew 
"
67,Possible bug,"Get Help,CSS","learn-typography,general",7,"
hi. me again.
on css typography lesson 18, font-face 3, there seems to be a bug.  it didn’t really change my answer that i can see, and in the thread in the faq it seemed like others had the same problem. but others progressed past number 2 which was what i hung up on. is there a place to report bugs?  is the problem with my code? and am i supposed to know without copy/paste how to find the relative path?
","
Hello @giga4349672881, could you please post your code, a link to the exercise, and the browser you’re using?

https://www.codecademy.com/courses/learn-css/lessons/css-grid-i/exercises/review i tried several things. one was ‘grid-template-rows: 200px 200px;’ . i was stuck on number 3. browser  Safari 13.1 on macOS (Catalina)

i am not certain that ‘grid-template-rows: 200px 200px;’ was what i used as i asked for the solution and it erased my code. however i am 99% certain that was what i had

Could you retry the exercise, putting grid-template-rows: 200px 200px, and see if it still is a problem? When I try it with grid-template-rows: 200px 200px it does work:Screen Shot 2020-06-13 at 15.29.54964×399 58.4 KB

yes it worked this time. funny. well it appears that ive wasted your time and i am sorry.




 giga4349672881:

ive wasted your time and i am sorry.


It’s ok! It’s better to not have a bug than to have found a bug! (In future, if you find a bug, there’s the bug reporting sub category in community.)
Happy coding!
"
68,"Piet Mondrian's Composition II in Red, Blue, and Yellow:","Get Help,CSS",,2,"
Hi,
I’ve started with Bootstrap and i’m stuck with the below exercise and there is no solution provided to this exercise. Need help.
Link: https://www.codecademy.com/courses/learn-bootstrap/projects/bootstrap-grid-painting
","
This is not an exercise, but a playground. Until you can draw the connection between the layout of the example and the nodes that are given in the HTML, along with their CSS, the only obvious thing to do is go back to the beginning and possess one’s self of the core concepts in both HTML tables and Bootstrap’s implementation of them. We cannot throw a blanket over that. It must be covered, and clear in one’s mind.
"
