,Title,Categories,Tags,Replies,Post,Comment
37,Jamming Spotify method undefined TypeError,"FAQ,React.js",advanced-react,6,"



GitHub



ShawnLOfficial/Jammming
React.js. Contribute to ShawnLOfficial/Jammming development by creating an account on GitHub.






I can’t seems to find the problem. I imported the Spotify.js file correctly and I don’t know why the Spotify methods are undefined.
Thank you.
        ","
On your github the savePlaylist() method saves the token that is generated into a variable called aToken.
Which is not used in your headers variable like you have in the search() method.


typerror1698×857 41.7 KB
It’s still showing error.


Remove curly braces,


I tried, still TypeError.

Are you doing this in Firefox by any chance, I just downloaded your code and it pops with this error in Firefox, does not display this error with Chrome and the new IE Edge(which is basically chrome)
Also you have a class that should be className in TrackList.js.
image1136×232 26.9 KB
"
38,Changes to create-react-app have broken the Ravenous Part 3 Instructions,"FAQ,React.js",,2,"
Hi all, I’m working on Ravenous Part 3, a lesson in the React.js module. Link:
https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-three/projects/setting-searchbar-state
In step 16, the instructions ask the user to include a method called ‘searchYelp()’ under the App class declaration, in the App.js file.
The latest version of create-react-app has modified the template of App.js so that he App class declaration is now a function. See the before and after:
APP.JS in previous create-react-app version
class App extends React.Component {
  render () {
    return (
    <div className=""App"">
      <h1>ravenous</h1>
      <SearchBar searchYelp={searchYelp('pizza', 'new york', 'best_match')} />
      <BusinessList businesses={businesses} />
    </div>
    )
  }
};

export default App;

APP.JS in latest create-react-app version
function App() {
  return (
    <div className=""App"">
      <h1>ravenous</h1>
      <SearchBar searchYelp={searchYelp('pizza', 'new york', 'best_match')} />
      <BusinessList businesses={businesses} />
    </div>
  );
}

export default App;

Trying to add the searchYelp() method to the App function declaration breaks the compiler, so I’m not sure how to include it and progress with the lesson.
Any ideas?
","
I’ve figured it out. Manually changing the App function declaration to an App class declaration will  fix the problem. Would be good if Codecademy could update the instructions to reflect this though…
"
39,Creating a React App ((Please note that global installs of create-react-app are no longer supported.)),"FAQ,React.js",advanced-react,5,"
I  received the following message after the first  step
A template was not provided. This is likely because you’re using an outdated version of create-react-app.
Please note that global installs of create-react-app are no longer supported.
So I didn’t get all the files only the two .json files and node_modules folder
I don’t know there is a mistake from my side or this article is old and not updated ??!!
","
I’d get my installation instructions from react themselves, they also have a tutorial so if I can get something from the horse’s mouth then I will

Thanks, I got it also from React site.

Thank you for this tip! I was also having trouble.
Here’s a direct link to the React Install Page.

thanks this saved me a lot of time. Maybe we should tag the codeacademy OP to update that page
"
40,Error when the browser opens Ravenous part 1,"FAQ,React.js",general,1,"
./src/components/App/App.jsModule not found: Can't resolve './component/BusinessList/BusinessList' in 'C:\Users\hdemirci\ravenousproject\ravenous\src\components\App'   

<I did some adjustments looking at other posts and now i get this.>

./src/components/App/App.js
Module not found: You attempted to import /Users/hdemirci/ravenousproject/src/components/SearchBar/SearchBar which falls outside of the project src/ directory. Relative imports outside of src/ are not supported.

here is what is in my App.js in vscode
type or paste code here
import React from 'react';
import logo from './public/favicon.ico';
import './App.css';
import SearchBar from '/Users/hdemirci/ravenousproject/src/components/SearchBar/SearchBar';
import BusinessList from '/Users/hdemirci/ravenousproject/src/components/SearchBar/SearchBar';

class App extends React.Component {
  render(){

  return (
    <div className=""App"">
  <h1>ravenous</h1>
  <SearchBar />
  <BusinessList /> 
    </div>
  );

  }
}
export default App;

I was doing fine I though then at the end, it didn't come together.
I don't know how to fix the error.
",
41,Difficulties with React uploading,"FAQ,React.js",general,1,"
I cannot truly start the React Development Setup and Ravenous: Part 1 course because, when i create the folder and start the npm, the following happens, meaning i need to delete 2 hard to specify files that i didnt need to remove. Can anyone help me?
""ravenous.1@0.1.0 start C:\Users\Robin\ravenous.1

react-scripts start

There might be a problem with the project dependency tree.
It is likely not a bug in Create React App, but something you need to fix locally.
The react-scripts package provided by Create React App requires a dependency:
“babel-loader”: “8.1.0”
Don’t try to install it manually: your package manager does it automatically.
However, a different version of babel-loader was detected higher up in the tree:
C:\Users\Robin\node_modules\babel-loader (version: 8.0.6)
Manually installing incompatible versions is known to cause hard-to-debug issues.
If you would prefer to ignore this check, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That will permanently disable this message but you might encounter other issues.
To fix the dependency tree, try following the steps below in the exact order:

Delete package-lock.json (not package.json!) and/or yarn.lock in your project folder.
Delete node_modules in your project folder.
Remove “babel-loader” from dependencies and/or devDependencies in the package.json file in your project folder.
Run npm install or yarn, depending on the package manager you use.

In most cases, this should be enough to fix the problem.
If this has not helped, there are a few other things you can try:


If you used npm, install yarn (http://yarnpkg.com/) and repeat the above steps with it instead.
This may help because npm has known issues with package hoisting which may get resolved in future versions.


Check if C:\Users\Robin\node_modules\babel-loader is outside your project directory.
For example, you might have accidentally installed something in your home folder.


Try running npm ls babel-loader in your project folder.
This will tell you which other package (apart from the expected react-scripts) installed babel-loader.


If nothing else helps, add SKIP_PREFLIGHT_CHECK=true to an .env file in your project.
That would permanently disable this preflight check in case you want to proceed anyway.
P.S. We know this message is long but please read the steps above  We hope you find them helpful!
npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! ravenous.1@0.1.0 start: react-scripts start
npm ERR! Exit status 1
npm ERR!
npm ERR! Failed at the ravenous.1@0.1.0 start script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.
npm ERR! A complete log of this run can be found in:
npm ERR!     C:\Users\Robin\AppData\Roaming\npm-cache_logs\2020-07-07T15_38_17_880Z-debug.log
C:\Users\Robin\ravenous.1>npm start""
",
42,Create React App error,"FAQ,React.js",,7,"
After installing the npm create-react-app
The lesson is from this codecademy lesson

create-react-app first-app
Creating a new React app in C:\Users\Ricsson Ngo\Documents\Projects\React\first-app.
Installing packages. This might take a couple of minutes.
Installing react, react-dom, and react-scripts…
npm ERR! Unexpected end of JSON input while parsing near ‘…MLWw=="",“shasum”:""ef7’
npm ERR! A complete log of this run can be found in:
npm ERR!     C:\Users\Ricsson Ngo\AppData\Roaming\npm-cache_logs\2019-08-22T03_21_10_006Z-debug.log
Aborting installation.
npm install --save --save-exact --loglevel error react react-dom react-scripts has failed.
Deleting generated file… package.json
Deleting first-app/ from C:\Users\Ricsson Ngo\Documents\Projects\React
Done.

","
Hello 
Looks like there was a problem during the download process.
Please run command npm cache clean --force and try again.

Dude. It works! Thanks! 

You’re very welcome 

I  too have the same problem but clearing the cache is not working and every time I run the command different type of error comes out.
C:\Users\dell>create-react-app ravenous                                                                                                                                                                                                         Creating a new React app in C:\Users\dell\ravenous.                                                                                                                                                                                             Installing packages. This might take a couple of minutes.                                                               Installing react, react-dom, and react-scripts with cra-template…
npm ERR! Unexpected end of JSON input while parsing near ‘…t"",""eslint-module-uti’
npm ERR! A complete log of this run can be found in:
npm ERR!     C:\Users\dell\AppData\Roaming\npm-cache_logs\2020-04-27T11_51_45_421Z-debug.log
Aborting installation.                                                                                                    npm install --save --save-exact --loglevel error react react-dom react-scripts cra-template has failed.
Deleting generated file… package.json                                                                                 Deleting ravenous/ from C:\Users\dell                                                                                   Done.

it worked for me thaaank yoouu. I used command prompt as admin.

C:\Users\Administrator\Desktop\reactApp>create-react-app my-react-app
Creating a new React app in C:\Users\Administrator\Desktop\reactApp\my-react-app.
Installing packages. This might take a couple of minutes.
Installing react, react-dom, and react-scripts with cra-template…

core-js@2.6.11 postinstall C:\Users\Administrator\Desktop\reactApp\my-react-app\node_modules\babel-runtime\node_modules\core-js
node -e “try{require(’./postinstall’)}catch(e){}”


core-js@3.6.5 postinstall C:\Users\Administrator\Desktop\reactApp\my-react-app\node_modules\core-js
node -e “try{require(’./postinstall’)}catch(e){}”


core-js-pure@3.6.5 postinstall C:\Users\Administrator\Desktop\reactApp\my-react-app\node_modules\core-js-pure
node -e “try{require(’./postinstall’)}catch(e){}”


cra-template@1.0.3
react-scripts@3.4.1
react@16.13.1
react-dom@16.13.1
added 1602 packages from 751 contributors and audited 1606 packages in 102.507s

61 packages are looking for funding
run npm fund for details
found 4981 low severity vulnerabilities
run npm audit fix to fix them, or npm audit for details
This is the error im encountering…how to fix it?
"
43,React Development Setup and Ravenous: Part 1 Failed to Compile,"FAQ,React.js","advanced-react,general",9,"
./src/components/App/App.js
Module not found: Can't resolve './src/logo.svg' in '/Users/Josh/ravenous/src/components/App'

everytime i hit npm start into the terminal i get this failed to compile message and I am unsure how to fix this.
","
forgot to mention this is from the React Development Setup and Ravenous: Part 1 module and inside the project Create Projects & Components

Hello @ketchell21! Can you show me your app.js file? The error might be occurring there…

Sure! I was able to actually work through the project and I happened to watch the get help video. At the end of the video the guy actually deleted this line of code that was causing this problem claiming that we weren’t actually using this logo so we didn’t need it. But I am still curious what the problem was just for learning purposes. I did add the line of code back that was causing the problem just so you could see
import React from 'react';
import './App.css';
import logo from './src/logo.svg'
import SearchBar from '/Users/Josh/ravenous/src/components/SearchBar/SearchBar';
import BusinessList from '/Users/Josh/ravenous/src/components/BusinessList/BusinessList';

function App() {
  return (
    <div className=""App"">
  <h1>ravenous</h1>
  <SearchBar />
  <BusinessList />
    </div>
  )
}

export default App;


As you can tell by the import searchbar and the import business list I was having problems using relative paths and had to use the whole path. Not sure why but this also might have something to do with why the logo was not working




 ketchell21:

import React from 'react';
import './App.css';
import logo from './src/logo.svg'
import SearchBar from '/Users/Josh/ravenous/src/components/SearchBar/SearchBar';
import BusinessList from '/Users/Josh/ravenous/src/components/BusinessList/BusinessList';

class App extends React.Component {
  return (
    <div className=""App"">
      <h1>ravenous</h1>
      <SearchBar />
      <BusinessList />
    </div>
  )
}

export default App;



Here I also modified (corrected) your code to use class App extends React.Component instead of function App() {}. You will need to also add the render method before the return statement
P.S. You can paste the corrected code from above, but make sure to add your render method!!!

Hi there, welcome back to the forum.
The error is quite clear about what is the issue. Your App.js is looking for a logo file at the relative path ./src/logo.svg.
This path is relative to App.js, so would evaluate to /Users/Josh/ravenous/src/components/App/src/logo.svg which I imagine doesn’t exist.
The first few steps for Ravenous Part 1 has you move the “App” component from the src folder to a newly created subdirectory inside another new directory called components, and then asks you to update the paths.
You’ve not updated the path for the logo, that’s all. As you say, it isn’t actually used anywhere so you could just remove the line. Alternatively, you could seize the opportunity to practice working with relative paths as you seem to struggle with them (based on the non-relative paths to SearchBar and BusinessList). 

Thank you appreciate it!

Thanks for taking the time to reply. I’ll definitely do that!
"
44,Jammming project - invalid client error after Deploy section,"FAQ,React.js",advanced-react,8,"
Hello,
I’ve almost finished Jammming project, i;m on step 99.
I’ve managed to deploy my project using surge, but when i click “search” i get this error:
INVALID_CLIENT: Invalid redirect URI
before deploying everyting was working fine, so i guess it has something to do with changing the redirectUri, I just can’t figure out what.
here’s my Spotify.js code and screenshots:
const clientId = '' ; //not published

const redirectURI = 'http://polite-plough.surge.sh/';

let accessToken;

const Spotify = {

    getAccessToken() {

        if (accessToken) {

            return accessToken;

        }

        const accessTokenMatch = window.location.href.match(/access_token=([^&]*)/);

        const expiresInMatch = window.location.href.match(/expires_in=([^&]*)/);

        if (accessTokenMatch && expiresInMatch) {

            accessToken = accessTokenMatch[1];

            const expiresIn = Number(expiresInMatch[1]);

            window.setTimeout(() => accessToken = '', expiresIn * 1000);

            window.history.pushState('Access Token', null, '/');

            return accessToken;

        } else {

            const accessUrl = `https://accounts.spotify.com/authorize?client_id=${clientId}&response_type=token&scope=playlist-modify-public&redirect_uri=${redirectURI}`;

            window.location = accessUrl;

        }

    },

    search(term) {

    const accessToken = Spotify.getAccessToken();

    return fetch(`https://api.spotify.com/v1/search?type=track&q=${term}`, {

      headers: {Authorization: `Bearer ${accessToken}`}

    }).then(response => {

      return response.json();

    }).then(jsonResponse => {

      if (!jsonResponse.tracks) {

        return [];

      }

      return jsonResponse.tracks.items.map(track => ({

        id: track.id,

        name: track.name,

        artist: track.artists[0].name,

        album: track.album.name,

        uri: track.uri

      }));

    });

  },

/*   */

    savePlaylist(name, trackUris) {

        if (!name || !trackUris.length) {

            return;

        }

        const accessToken = Spotify.getAccessToken();

        const headers = { Authorization: `Bearer ${accessToken}`};

        let userId;

        return fetch('https://api.spotify.com/v1/me',{headers: headers}

        ).then(response => response.json()

        ).then(jsonResponse => {

            userId = jsonResponse.id;

            return fetch(`https://api.spotify.com/v1/users/${userId}/playlists`,

            {

                headers: headers,

                method: 'POST',

                body: JSON.stringify({name: name})

            }).then(response => response.json()

            ).then(jsonResponse => {

                const playlistId = jsonResponse.id;

                return fetch(`https://api.spotify.com/v1/users/${userId}/playlists/${playlistId}/tracks`, {

                    headers: headers,

                    method: 'POST',

                    body: JSON.stringify({uris: trackUris})

                })

            })

        })

    }

}

export default Spotify;


image866×279 10.9 KB

","
Have you already changed or added your surge domain in the Spotify API redirect uri from your Spotify Dashboard?
I got to depploy my jamming web but, when I changed to localhost and tryed to depploy again I couldn’t change the redirect uri in Spotify API Dashboard. It seems it doesn’t admit many words.
I’ll try to clean my cookies in my browser and try again.

I ran into the same problem. Have you found a solution?

Same here, did you figure it out?

Unfortunately, no. I stopped trying.

I managed to fix it; you have to change the redirect URI on both the online Spotify app and at the top of Spotify.js to ‘http://localhost:3000/callback/’

No it doesn’t work…

that’s a shame 
good luck!
"
45,Jammming step 99 changing redirect to http://localhost:3000/callback/ solves the redirect error BUT WHY?,"FAQ,React.js",advanced-react,1,"
I ran into a similar problem as many others. When using surge to deploy the Jammming app and following the directions: change the redirect URI on both the Spotify dashboard and in your Spotify.js I got an authentication error because the URI was wrong.
Reading several topics about it, the solution is to change whatever.surge.sh to localhost:3000/callback/ in both locations. It works. But nobody explains WHY it works.
Can someone please explain this to me?
For reference:
let accessToken;
const clientID = '7432ea43240b4ad1bf6c309a28f2723f';
//const redirectURI = ""mysuperappJammming.surge.sh""; <-- THIS DOES NOT WORK
// I tried it with http:// and https:// as well

const redirectURI = ""http://localhost:3000/callback/""; // <-- THIS DOES WORK

const Spotify = {      
//rest of the module

",
46,Ravenous part 3 - searchYelp method in App.js?,"FAQ,React.js",components-interacting,3,"
I am having trouble understanding the interaction between the components.
It seems more logical to me to have the searchYelp() method in SearchBar.js instead we have to put it in App.js
Would it be possible to have the searchYelp() method in SearchBar.js and how would you do that?
Can anyone provide an explanation?
","
Hi there.
I am fairly new to React, so my understanding and explanation may be wrong, but…
Having the searchYelp() function defined in the App component is, I think, an example of the programming pattern you’re introduced to in the Child Components Update their Siblings’ Props lesson.
The App component is stateful, and its state contains the property businesses which is where the list of businesses we want to display is stored. As a result, if we want to update that array, we need to set the state of the App component - meaning that we need to call this.setState() from inside the App component.
For this reason, searchYelp() is defined in App.js and the keyword this is bound to App.
The searchYelp() function is handed down to the SearchBar component, because the SearchBar is where the input fields are. When you actually do the search, the searchYelp() function gets its parameters from the SearchBar component but it changes the state of it’s parent - the App component.
Changing the state of App triggers React to render the component again, to reflect any changes. SearchBar won’t have changed, but the value of this.state.businesses which is passed to the BusinessList component as a prop has changed. BusinessList gets rendered again, with the data returned from Yelp.
Again, I’m new to React, but I don’t think there’s any way of directly accessing the state of the parent component from a child component. That’s why it’s necessary to pass a callback function as a prop, with this appropriately bound. This is why I don’t think you could put the searchYelp() function in the SearchBar, because it would no longer be able to update the state for the App component which is where the BusinessList component gets its data from.
I might come back and rework this explanation, as I’m not sure I’ve explained it particularly well… but I’m still grappling with exactly how React works myself. 

Thanks a lot for your quick reply. It all sounds very logical.
On top of trying to understand React I am also dealing with a language barrier from English to my native language Dutch.
Should you find your answers needs updating please let me know. But it all sounds pretty good to me.
"
47,Jammming Project - INVALID_CLIENT: Invalid redirect URI error after deploying with Surge,"FAQ,React.js",general,5,"
Hi guys, I’m on step 99 in the Jammming project. After I updated redirectUri, edited settings in Spotify developer account and deployed the app, I get this error when I enter a search term:
INVALID_CLIENT: Invalid redirect URI
Here’s my Spotify.js code
const clientId = 'my client id here';
const redirectUri = 'http://jumpy-vase.surge.sh'; 

let accessToken;

const Spotify = {
    getAccessToken() {
      if (accessToken) {
        return accessToken;
      }
  
      const accessTokenMatch = window.location.href.match(/access_token=([^&]*)/);
      const expiresInMatch = window.location.href.match(/expires_in=([^&]*)/);
      if (accessTokenMatch && expiresInMatch) {
        accessToken = accessTokenMatch[1];
        const expiresIn = Number(expiresInMatch[1]);
        window.setTimeout(() => accessToken = '', expiresIn * 1000);
        window.history.pushState('Access Token', null, '/'); 
        return accessToken;
      } else {
        const accessUrl = `https://accounts.spotify.com/authorize?client_id=${clientId}&response_type=token&scope=playlist-modify-public&redirect_uri=${redirectUri}`;
        window.location = accessUrl;
      }
    },
  
    search(term) {
      const accessToken = Spotify.getAccessToken();
      return fetch(`https://api.spotify.com/v1/search?type=track&q=${term}`, {
        headers: {
          Authorization: `Bearer ${accessToken}`
        }
      }).then(response => {
        return response.json();
      }).then(jsonResponse => {
        if (!jsonResponse.tracks) {
          return []
        }
        return jsonResponse.tracks.items.map(track => ({
          id: track.id,
          name: track.name,
          artist: track.artists[0].name,
          album: track.album.name,
          uri: track.uri
        }));
      });
    },
  
    savePlaylist(name, trackUris) {
      if (!name || !trackUris.length) {
        return
      }
  
      const accessToken = Spotify.getAccessToken();
      const headers = { Authorization: `Bearer ${accessToken}` };
      let userId;
  
      return fetch('https://api.spotify.com/v1/me', {headers: headers}
      ).then(response => response.json()
      ).then(jsonResponse => {
        userId = jsonResponse.id;
        return fetch(`https://api.spotify.com/v1/users/${userId}/playlists`, {
          headers: headers,
          method: 'POST',
          body: JSON.stringify({name: name})
        }).then(response => response.json()
        ).then(jsonResponse => {
          const playlistId = jsonResponse.id;
          return fetch(`https://api.spotify.com/v1/users/${userId}/playlists/${playlistId}/tracks`, {
            headers: headers,
            method: 'POST',
            body: JSON.stringify({uris: trackUris})
          });
        });
      });
    }
  };
  
  export default Spotify;
  

and here’s App.js code
import React from 'react';
import './App.css';

import Playlist from '../Playlist/Playlist';
import SearchBar from '../SearchBar/SearchBar';
import SearchResults from '../SearchResults/SearchResults';
import Spotify from '../../util/Spotify';

class App extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      searchResults: [],
      playlistName: 'New Playlist',
      playlistTracks: []
    };

    this.search = this.search.bind(this);
    this.addTrack = this.addTrack.bind(this);
    this.removeTrack = this.removeTrack.bind(this);
    this.updatePlaylistName = this.updatePlaylistName.bind(this);
    this.savePlaylist = this.savePlaylist.bind(this);
  }

  search(term) {
    Spotify.search(term).then(searchResults => {
      this.setState({searchResults: searchResults});
    });
  }

  addTrack(track) {
    let tracks = this.state.playlistTracks;
    tracks.push(track);

    this.setState({playlistTracks: tracks});
  }

  removeTrack(track) {
    let tracks = this.state.playlistTracks;
    tracks = tracks.filter(currentTrack => currentTrack.id !== track.id);

    this.setState({playlistTracks: tracks});
  }

  updatePlaylistName(name) {
    this.setState({playlistName: name});
  }

  savePlaylist() {
    const trackUris = this.state.playlistTracks.map(track => track.uri);
    Spotify.savePlaylist(this.state.playlistName, trackUris).then(() => {
      this.setState({
        playlistName: 'New Playlist',
        playlistTracks: []
      });
    });
  }

  render() {
    return (
      <div>
        <h1>Ja<span className=""highlight"">mmm</span>ing</h1>
        <div className=""App"">
          <SearchBar onSearch={this.search} />
          <div className=""App-playlist"">
            <SearchResults searchResults={this.state.searchResults}
                           onAdd={this.addTrack} />
            <Playlist playlistTracks={this.state.playlistTracks}
                      onNameChange={this.updatePlaylistName}
                      onRemove={this.removeTrack}
                      onSave={this.savePlaylist} />
          </div>
        </div>
      </div>
    );
  }
}

export default App;

Can somebody please help figure this out?
Thank you so much!!!
","
Hey, I’ve had the same issue. Try changhing your redirectUri as below and also remember to change it in the Spotify (edit settings).
const redirectUri = 'http://localhost:3000/callback/';

Thank you so much! It worked!

this worked for me too - thank you!

No it didn’t work…
"
48,React Ravenous Part 2: difference const { business } = this.props and {this.props.business....},"FAQ,React.js",components-interacting,3,"
In step 9 we’re asked to prepend all statements with ‘this.props.’
However, in the video the instructor uses ‘const { business } = this.props;’ instead.
Both have the some outcome and the latter solution appears to be cleaner (less code).
Can someone explain the difference between the two or refer to a resource where this is explained?
My code can be found here: https://github.com/woutje74/ravenous
","
JavaScript destructuring
https://www.codecademy.com/learn/introduction-to-javascript/modules/learn-javascript-objects
image1540×576 54.6 KB

Thanks for pointing me in the right direction!
"
49,"Ravenous Project: part 2 (Warning: Each child in a list should have a unique ""key"" prop)","FAQ,React.js","advanced-react,general",5,"
part 2 is working, but gives me this error

image703×124 15.4 KB

","
Hi,
I got the exactly same Warning code.
I tried to resolve the issue.
The Warning(this is not an error) occured  in the BusinessList.js file:
My first code was:
{
     this.props.businesses.map((business, index) => 
          <Business business={business}/>)
}

I needed to add a unique key property to the (Business /) and it is resolve the issue.


Solution
{
      this.props.businesses.map((business, index) => 
           <Business key={index} business={business}/>)
}



React always expects every list to have a key prop passed into it, i’d use the index of the map function

Thank you for posting the solution 

To anyone searching for this warning: This solution works but just know that Ravenous Part 4 has a step that will fix the so it’s fine to ignore for now.
"
50,"Chrome React Devtools State is grey instead of orange, why?","FAQ,React.js",advanced-react,3,"
Anyone can explain this?

","
Judging by appearances, it is probably an item that can be expanded, therefore it differs from the orange items and reflects that in it being grey.

How could I haven’t seen it? 
Your’re ■■■■ right! Thanks dude 

"
51,Console logging in React.js,"FAQ,React.js","jsx,general",3,"
Hello! After lots of difficulty I solved the
React Ravenous Part 4 Project.
However, I was unable to console.log to find out more information because the app failed to compile no matter where I put my console.log() statement. After searching the forums and other websites, I figured I must be doing something wrong because no one else seems to be having the same problem as me.
I tried to format my console.log exactly as recommended in this forum post
instead of giving me a  console.log, the program fails to compile and tells me that the variable i am trying to log the value of is ‘not defined’. my code and the console error are below. Any help on the craft of console.log in react would be very much appreciated!
const apiKey = '<my_apiKey>'

const Yelp = {
    search(term, location, sortBy) {
        return fetch(`https://cors-anywhere.herokuapp.com/https://api.yelp.com/v3/businesses/search?term=${term}&location=${location}&sort_by=${sortBy}`, {
            headers: {
                Authorization: `Bearer ${apiKey}`
      }
        }).then(response => {
            return response.json(); 
        }).then(jsonResponse => {
            if (jsonResponse.businesses) {
                console.log(businesses)
                return jsonResponse.businesses.map((business) =>  ({
                    id: business.id,
                    imageSrc: business.image_url,
                    name: business.name,
                    address: business.location.address1,
                    city: business.location.city,
                    state: business.location.state,
                    zipCode: business.location.zip_code,
                    category: business.categories[0].title,
                    rating: business.rating,
                    reviewCount: business.review_count
                }));
        }})
    },
}

export default Yelp;



Failed to compile.
./src/util/Yelp.js
Line 13:29:  ‘businesses’ is not defined  no-undef

","
looking at this line:
if (jsonResponse.businesses) {

i would say businesses is a property of jsonResponse object, not a variable. So how would should we log this property?

That did it, thanks @stetim94 ! I changed it to console.log(jsonResponse.businesses) and it compiled.
"
52,Keeps giving INVALID_CLIENT: Invalid redirect URI error,"FAQ,React.js",react-components,3,"
Hi @mtf, this question is regardless of above but seems like few more other people had an issue and never got an answer so hoped you could help us with it.
In Jammming project, it keeps giving INVALID_CLIENT: Invalid redirect URI error when I try to search for a song. However, it’s very unpredictable, yesterday I had no issues when searching but today it started giving this error. I cleaned my cache, closed all programs and restarted but it still didn’t help. Do you know why it might be happening?
Jammming project
","



 microplayer64661:

Do you know why it might be happening?


Short answer, no. However I’ve put out a call for help with your problem.


Thanks for posting a link to the project, so we know what you’re working on; however, that doesn’t allow us to see your code.
Are you able to upload the code you’re working with somewhere (like GitHub), or post it here (correctly formatted) so we can see what you’re running? That would help us to look at the problem.
(Remember to remove any API secrets!)
Thanks.
"
53,React linking pages to top in router - help,"FAQ,React.js",advanced-react,1,"
Hi, I have a question.
I have a link at the bottom of the page in react that links it to another page. But when I click on the link it links to the bottom of the new page. I understand there is a scroll to top function, but what if I just want to land on the top of the new page without having to call any scroll to top function. is there a solution to this? Any advice will be great! tks!!
",
54,Stacking filters on a state and reverting back to initial state,"FAQ,React.js",general,1,"
I am building a page mimicking a marketplace where you buy stuff online. Issue I am facing is how can I stack filters on the displayed results which I have saved in a state.
for example price range filter is applied then product type is applied on top of that then size etc and each filter reduces the number of displayed results but then when the user undo one of the filters then I need to update the already filtered results accordingly, if he undo all of filters then I am basically going back to the initial results.
My idea is to create another state (tempFiltredState) which basically takes the initial state and apply whatever filter was used on it  then I can render this tempFiltredState  when it is true, however I can’t find the logic to get this done. my idea is to have one big filters wrapper function that gets triggered when any filter is clicked.
import React, { useContext, useState } from 'react'
const[pricefilter,SetPriceFilter]=useState(false)
const[menonlyfilter,SetMenOnlyFilter]=useState(false)
const[shoesonlyfilter,SetShoesOnlyFilter]=useState(false)
const[tempfiltredstate,SettempFiltredState]=useState([])
const[allresults,SetAllResults]=useState(project.apiResults)

// filters job will be to pass values of filters and set filter state to true
const handleClickedFilters=(allresults)=>{

    
    const res = pricefilter?updatePrice(sliderrange[0], sliderrange[1], allresults):allresults
     const res2= menonlyfilter? showMenOnly(res, vcCodes):res
     const res3=shoesonlyfilter?showShoesOnly(res2, shoescodes): res2

     settempFiltredState(res3) 
    //  Issue here I can't return a function from a ternary operator, any other way to write it? or even a better solution to handle this problem 
    
}
// missing how can you set filter state back to false when not in use?
Note: each of the functions I run above on the results is just array.filter function which mutate the array

",
55,Unable to get Yelp API outside US - Ravenous Part 4,"FAQ,React.js",,5,"
Guys, having a problem signing up to Yelp for the Ravenous part 4 project. I am not from the US and a quick Google search says that yelp is probably blocking my ip because I am not from the US.
The specific error when trying to sign up…

Oops, Yelp is overworked right now.

Solutions given by a Google search are to use a proxy server.
However, I am wondering if someone can share a non-used yelp API credentials from a temp email account or something that I can use for this project.
Any ideas? Tks.
T
","
Chances are, if your IP is being blocked from signing up for Yelp, it’ll be blocked from making API requests, regardless of the credentials…
See this CNET article for information on VPNs, which will allow you to use a proxy server from another location.

Thanks @825orion. Looks like the only option. I sped read through the article and sounds like a plan. I’ll try to find one that allows a free subscription for a few days since it doesn’t make sense to pay just for a single exercise .

Same issue for me… If codecademy sees this, pls dont use APIs that block foreign IP adresses for future projects… now I cant complete it 
it would be nice if yall could put an alternative API to use to complete the project, with alternate instructions and stuff to go along with it.

Did you been able to solve the issue? If you have solved the issue can you explain that to me?
"
56,Ravenous Project: Part 4,"FAQ,React.js",react-components,1,"
I am from India. So I can’t sign in in Yelp.com. So what should I do.
Please help;
",
57,Stateless Componenets from Stateful Components,"FAQ,React.js",components-interacting,1,"
Hey Everyone,
I have just finished the “slow cute eek” radio button video display part of the course and I’m just genuinely curious how the display can change so fast. I mean the sources are from weblinks yet when I click a new radio button it loads the video in an instant, how can it load up so fast?
const VIDEOS = {
  fast: 'https://s3.amazonaws.com/codecademy-content/courses/React/react_video-fast.mp4',
  slow: 'https://s3.amazonaws.com/codecademy-content/courses/React/react_video-slow.mp4',
  cute: 'https://s3.amazonaws.com/codecademy-content/courses/React/react_video-cute.mp4',
  eek: 'https://s3.amazonaws.com/codecademy-content/courses/React/react_video-eek.mp4'
};

class App extends React.Component {
  constructor(props) {
    super(props);
    this.chooseVideo = this.chooseVideo.bind(this);
    this.state = { src: VIDEOS.fast };
  }

  chooseVideo(newVideo){
    this.setState({
      src: VIDEOS[newVideo]
    });
  }

",
58,Problem in create-react-app <AppName>,"FAQ,React.js","advanced-react,general",1,"
creating react app in git bash is taking so much time.
Is there any other way of creating react app in windows
",
